review_description,rating
تطبيق ممتاز جدا وبصراحة سهّل من حياتنا كثيرا خاصة اننا في منطقة منقطعة نوعا ما..ولكن طلبات مارت اسعاره مرتفعة في بعض السلع,positive
طلبت منه كثير وكان أمن ويوصل الي منزل وكل شي مرتب,positive
"لو ممكن الكابتن يكون اكثر مرونه من حيث الطريق يعني ياخد الطريق الاسرع لو 
مفيش حد نازل او مش هياخد حد",positive
والله انه سهل وممتاز اطلق من بعض البرامج الي تلخبط,positive
احبه لان في توصيله سري و يري الاماكن المفتوحة و المغلقة 🖒,positive
صراحة البرنامج مو عليه كلام بس المشكلة في بعض المناطق مش موجودة ليش؟؟؟؟,positive
جيييد جدااا يوصل لك تقريبا 40 دقيقه و يسههل لك جدا للأكل اللي انت تبا توصل له شكررااا لكم,positive
لو سمحت انا بحترم شركة we التطبيق بيبعت رقم الكود وما يوصلش يا ريت تشوفو ا حل.وشكرا,positive
ربنا يبارك خدمه ممتازه ومواعيد منضبطه واحنا معكم فى اى رحله وشكرا,positive
كنا في البيت قاعدين و فجأة جوو ناس بعدو قلنا يلا نطلب اونلاين,positive
حلو مره والتوصيل سريع ومندوبي التوصيل سهل التعامل والتفاهم معاهم,positive
رائع بس ياريت كل الطلبات تكون من خلال Go حتى نا اضطر اوصف العنوان,positive
ممتاز كلشي فالتطبيق فقط الوقت احيانا لكن كل الاوقات ممتازه,positive
"ممتاز بفك أزمة 😂 لكن مو كل المطاعم موجوده ""الاردن"" وباخر تحديث صاير يطول وبطيء حتى يفتح 🤷🏼‍♀️",positive
ممتاز و مميزاته وايد حلوه خصوصا دفع الكي نت وانت فالبيت .. شعلكم عدل,positive
خدمة سريعة وتطبيق في منتهى الروعة والسهولة في اختبار الطلبات شكرا لكم,positive
مرره جيد البرنامج 🌸بس انو انا بمكه المكرمة م في منطقة الزايدي اذا سمحتو تحطوها يصبح البرنامج اكثر من رائع,positive
البرومو كودز دائما متوفرة والسائقين محترمين والأسعار ممتازة حقيقة التجربة كلها هايلة,positive
تطبيق يجنن طلبت كميه حلويات من دايس وصل في اقل من نصف ساعه اهنيكم على التطبيق ♥♥♥♥🌹💔😍,positive
جيد جدا بس ليش ما بتقدمو عروض أكثر و إضافة صيدلية في الأردن,positive
أنصح الجميع بكم شي راع وطلبات سريعة وعلى الموعد شكراا لكم,positive
تطبيق ممتاز جدا ... فيه مطاعم ، بقالات ، صيدليات ، عطور و ورود . وفر علي الجهد و البحث . شكرا طلبات 👌👌👌👌👌.,positive
التطبيق كان يعمل وفي الأمس أدخل عليه للطلب ولم يستجيب,positive
استراحه الكريك احلا يعني احلى من ماكدونالدز واحنا منك شيء احلى شيء بالكون,positive
برنامج جميل ومفيد ياريت يستمر علي كده ويكون فيه شويه تطوير,positive
وايد حلو السرعه والاتقان والمتابعه بصراحه التطبيق روعه ويستحق 10نجوم شكرا طلباتي,positive
تطبيق رائع وشكرا على المجهود المبذول اسعاد الأشخاص وجعل حياتهم اسهل,positive
ممتاز... كما ويرجى اضافة اوقات عمل المتاجر والمطاعم مع التحديث المستمر في ظل الأوضاع الراهنة ولكم جزيل الشكر 👍,positive
ممتاز ولكن عيبه الوحيد أنه ممكن يخدم منطقتين بدلاً من خدمة منطقة واحدة ممايتسبب فى بعض التأخير ، لكن فى المجمل خدمة ممتازة,positive
لم اجرب شيء بعد لكن كمقدمة أتمنى أن يكون ممتاز,positive
برنامج موفيد للصحه وايضا العقل السليم في جسم السليم وانتم سليم,positive
جميل جدااا و المطورين يردون علي التعليقات بسبب الاداره الرائع لطلبات شكرااا لصانعين التطبيق وعلي اهتمامهم ب العملاء,positive
جميل لاكن يتاخر في توصيل الطلب للمطعم عشان يوصله لي,positive
موقع رائع وسريع في تنفيذ الطلبات والأهم تصل ساخنه كمانحب دائما,positive
سجلت الاكل اللي اريده .. وطلبته الساعة 8 يردون يتصلون علي الساعة 12 يقولون للأسف طلبك غير متوفر تبا شي ثاني 👎👎👎 فاشل جدا,positive
الوصول الى النادى بسهوله او اى مكان اخر المواعيد مظبوطه,positive
لازم حل لمشكلة أن اللي يوصل الطلبات ما عنده فكه,positive
لو سمحت انا مش فهمه هو بيجى لحد البيت ولا ليه محطه و مواعيد انا مش عرفه استجدمه ازاى ممكن شرح,positive
روووعه التطبيق وايد فادني يوم حملت وحتى الحين وانا والدة وايد مميز للي يحبون المطاعم والاكل بالبيت 😊,positive
ممتاز لاكن يرجى اظافة نضام تتبع ممتاز وجميع المطاعم القريبة مني,positive
يجنننن التوصيل سريععع فقط عشر دقايق ويوصل مره جميل انصح كل حد يجربه 💗💛💞❤🥰🫂,positive
انا ساكن بل. الحميراء و بحثت  ما حصلت الحميراء ارجو ارشادهم الى منطقتي,positive
حييل سهل وحلو والمطاعم كثيره  الله يعطيكم العافيه  منها للافضل,positive
كل شي تمام بس الرجاء من موصلين الطلبية النظافة والمظهر اللائق.. وشكرا,positive
والله كذا مره طلبت من هارديز ب 25 دقيقه وأحيانا أقل ويجي عند الباب ..الدمام,positive
موقع طلبات ممتاز وقيمة التوصيل رخيصة اتمنى تفعيل مطاعم أكثر من خلال هذا البرنامج الجميل,positive
برنامج حلو وفيه مطاعم حلو بس ياريت تضيفو مطعم ريدان,positive
تطبيق رائع لجميع احتياجاتك بالطعام و شراء اي شيء من السوبرماركت,positive
كيفية تشغيله وبيطلب الرقم السرى ويكتب تم الارسال مع العلم لم يتم ارسال اى رقم,positive
تجربه مميزه بس ياريت يباه في تعديل بزياده نقاط الركوب,positive
والله انها يجنننن اتطبيقق وطلب يوصل حر وخدمات التوصيل سريعه يجننن بشكلل😭😭,positive
اعجبني كلامك صح الشباب ليش مايتحركون بانفسهم ويجيبون اكلهم هذا تطبيق يناسب فيئات معينه يالكسلانين,positive
ممتاز جدا والله ومفيد جدا وموفر للوقت والتوصيل في اسرع وقت,positive
رائع لكن هو الان يطلب مني تحديث ولا يوجد تحديث له,positive
"جميل تطبيق ولكن ليست كل مطاعم توفر خدمه دفع الكي نت يرجى الزام جميع بهذي 
طريقه",positive
هل يوجد في التطبيق العاب للتوصيل؟ فأنا اريد بلابل البي بليد,positive
لو سمحتم انا لسة جديدة وعايزة اعرف الخطوط المتاحة مش بس من البيت للشغل. يا ترى فى وسيلة لده؟؟,positive
ابلكيشن اسم طلبات تطبيق حلو مميز عاملة زي اطلب بالظبط,positive
برنامج رائع بخدماته الصدز راحة وبدونماتتحرك لاي مكان يجيك طلبك♡,positive
"سويفل يعتمد عليه وسيلة مواصلات امانة ومريحة واوفر من وسائل كثيرة.
",positive
تطبيق ممتاز .. وافضل من ناحيه كسب الوقت للطلب و كذلك معرفه مطاعم اخرى,positive
جيد لكن الاسعار مرتفعة ومعضم المنتجات في البقالة غير موجودة,positive
تطبيق ممممممتااااااز جدااااااااا ولكن هناك مشكلة صغيرة أنه جيد جداااااااااااا,positive
مافي احلى من برنامج لطلب الأكل اونلاين أكثر من هاذا البرنامج,positive
الفائده من البرنامج انه في مطاعم كثير مع قائمة المأكولات لكل مطعم .. و تعرف اذا المطعم مقفل وله فاتح هذه الفايده من خدمة طلبات,positive
مضبوط اشوف صور الوجبات والعروض وادق واطلب يليت لو تحطون خدمه ترسلون رقم المطعم ،، شخصيا خمس نجمات حطو ارقام تحصلون النجمه السادسه,positive
هل فى خطوط من حدائق القبه للنادى الاهلى مدينة نصر والعوده يوميا,positive
برنامج مميز وأود العمل به مندوب توصيل طلبات كيف استطيع العمل به وشكرا,positive
ممتازه يوفر المطاعم اللي فعلا عندها استعداد تتفاعل وتقدم طلب جيد,positive
البرنامج طلبات افضل برنامج حملته في التريخ مع السلامه يا افضل برنامج,positive
بس مافي وجبات سريعه مثل ماك وهارديز ودي الاشياء الي نحبها,positive
شركه محترمه جدا باصات نظيفه ومكيفه بس ياريت يزودا الخطوط والمواعيد,positive
لمدة شهر اركب يوميا ومره واحده تغير البرنامج ولم استطيع الحجز مره اخرى اريد ان اعرف السبب,positive
أفضل برنامج لطلب الطعام في العالم كله ممتاز ممتاز ممتاز ولو في مليون نجمه أعطيه😘😘😘😘😘😘😘😘😘😍😘😍😘😍😘😍😘😍😘😍😘😍😘😍😘😍😘😍😍😘😍😘😍😘😍😘😍😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘,positive
تطبيق يقدم خدمه جيده لتوصيل الطلبات من المطاعم.. ينقصه فقط توسيع المجال الجغرافي للمكان اللي تسكن فيه..,positive
لو تحطون إذا اشتريت وجبة نحصل نقاط و إذا اجتمعت نطلب مجانا و شكرا تحياتي علي حسن مفتاح توبلي البحرين,positive
ممكن طريقة التسجيل ككابتن او عن طريق اي تطبيق؟ ارجو المساعدة,positive
عجيب ناري انصح الكل يجريه اوووووووف مطاعمنا غير الكويتيون أحلى مطعم جربيته من ناحية الاكل توصيل السريع كل شي,positive
برنامج جبار وحلو خلوه جذي لا تغيرونه ولا تخلونه بفلوس بروحنا فقرانين هالشهر,positive
Hi omg I'm so sorry I love you too baby I'm sorry I love you too baby I'm sorry I love,positive
انصح في تحميله يسهل عليه العناء الكثير من البحث في بدالة المطاعم,positive
البرنامج وايد حلو .. بس بعض المطاعم ما تحط الصور للاطباق,positive
جدا رائع بس في مشكله في التوصيف اني ما اعرف,positive
بصراحه رائع جدا وطلبي يوصلني بدقايق شكرا لكم من القلب 💜💜💜💜💜💜,positive
مررررة حلو لدرجه اني كل ما أجوع أطلب منهم حملوا التطبيق سوف يغير حياتك 😲💖💃,positive
جميل جميل جميل جداً جداً جداً و انا عايز اعرف مكان اللي بيتصل بيه,positive
راائع وتشكيله واسعه من المطاعم والاختيارات وايد حلوه وطريقة تصميم التطبيق سهله وبسيطه جد الف شكر BeBeAlshammari,positive
خدمة ممتازة ولاكن بعض الايام يكون تاخير بالاوقات وواجب تعويض الزبون بدل انتظاره,positive
"""خدمة متميزة"" نفتخر بوجودها في دولتنا ترفعنا إلي مصافي الدول المتحضرة",positive
بصراحه تطبيق رائع وممتاز وخدمه سريعه دايم فى الأفضل أن شاء الله,positive
مخييييس وكل المطاعم مغلق ويش هاذا البرنامج م عليه اقباااال ابد فاشل,positive
بس مشكلته هالبرنامج انه مايقبل أقل من 10ريال طلبات يعني اذا الواحد بده وجبة لوحده مافيه يجيب 😬😠,positive
افضل تطبيق .. بالنسبه للكويت يوصل الطلب  بالوقت المحدد   .. شكرا لكم,positive
جدد بجنن كثيرر بس مرره غلطو يعني كان ناقص اغراض و بزيدو السعرر ❤️🌿,positive
تطبيق جيد يجب العمل على تطويره وان يكون أكثر دقه I,positive
العربيات كلها حديثة ونضيفة ومعظم الكابتن ناس راقية ومحترمة الأسعار بس كل شوية تغلى بدون سبب واضح للاسف,positive
من أفضل برامج التوصيل شواء في المطاعم أو البقاله من حيث السرعه والجودة,positive
الي من الجنوب ماانصح يحمله لانه مافي..الله المستعان ترا حتى احنا عندنا مطاعم😒👎..طورونا شوي...,positive
"هناك بعض الأكلات و المطابخ غير موجودة في التطبيق مثل المطبخ العراقي و 
الفلافل...",positive
"تهنئه بهذا البرنامج الذى من المنتظر أن يحقق النجاح المنشود. أرجو إرسال 
عنوان الشركة للحصول على الوكالة وأيضا للدخول فى المنظومة ككابتن",positive
برنامج حلو بس لازم كل المطاعم تعرض صور الاكلات او الوجبات يعني يكون اجباري كل الصور تكون موجوده و شكرا,positive
فقط تكلفة التوصيل ارتفعت وغير مقبولة وقد تحد من استخدام التطبيق,positive
البرنامج جميل ولكن نرجوا من المطاعم حثهم إلى تحديث الطعام والتوضيح أكثر للزبون,positive
يا ريت يكون فيه محافظات مع بعض و ليس مع القاهرة فقط,positive
سعيد جدا بهذا المشروع الراقي وأرجو لكم كل التوفيق والنجاح وأرجو الصبر على سخافات بعض العملاء كما أرجو تمييز ومكافأة العملاء المداومين الملتزمين والله معكم.,positive
أشهد أن لا ايلاه ة إلا الله سبحانك اني كنت من الضالمين  أقرأها 10 مرات وشوف ويش يسير,positive
جميل جدا ... يقدم خدمة للعملاء بحيث إنهم يختصروا الوقت وإلزحام في المواصلات والوقوف في طوابير الانتضار,positive
رائعة جدا و ممتازة لانى ربط حسابات ف البنك بتطبيق we pay فيه مميزات كتيرة,positive
منتجات ذات جودة عالية وان كانت اسعارها مرتفعة بعض الشيئ,positive
انا شفت المشروع الشمع عيزه اتعلم اعمله في المنزل انا واخواتي بس ملناش في التسويق اوي,positive
"انا في اوبر ولو حابب انزل معاكم ايه المتطلبات وبرجاء عرض تسعيره لمعرفه نظام 
الشركه ايه",positive
ممتاز ولكن يحتاج لتطور التوصيل والعروض ولكن التطوير ممتاز الان,positive
فيه مشكلة اللي هي لا يمكن اختيار أكثر من بند في نفس الوقت.,positive
"رائعوووون جدا ولم يخذلني تطبيقكم الا مرتين فقط والسبب من المطعم فقط عدد 
اسخدامي لتطبيقكم تقريبا 26 مره",positive
اللي يقول ان التطبيق فاشل..  انسان غبي ولايعرف يتعامل مع التطبيق..   اتعامل معه من زمان وروعه,positive
تطبيق روعهه ويخدم جميع الناس لاكن اسعار الاشياء جدا اغلى. في الجمعيه جدا ارخص ولاكن بالنهايه التطبيق يختصر الوقت والجهد ويخدم المواطنين😊✅,positive
جيد جدا ، المشكلة أن كل طلبية لازم أرسل الموقع ورقم البناية والكل التفاصيل ؟؟!! ليس ما أنا مسجل كل شي في البرنامج مسبق,positive
فى من السيده زينب لزهراء مدينة نصر الساعه كام وبكام,positive
"اسف بس انا في جازان ولكن بتحديد في احد المسارحة وليس هناك خيار لذالك ارجو 
منكم توفير خيار لذالك وشكرا لكم والله يسعدكم",positive
يوصل كن تاكي يجب اكل بارد و يتأخر بعض اشياء ما يجيبو,positive
ممتازه جدا ومبيتأخرش وعمال التوصيل محترمين ومهذبين وشكلهم لائقين المظهر خدمة العملاء بيتابعوا الطلب تستاهلوا ١٠/١٠,positive
ماشاء الله خدمة ممتازة وأسلوب جيد في التعامل وأحترافية في المجمل,positive
مكان لبيع الشقق السكنية والأراضي القضاء في ارقي أماكن وبأسعار تناسب الكل,positive
للأسف من ساعة ما نزلته وبفتحه ومكتوب جاري إرسال رمز الفتح ولم يبعت شئ شكله كلام فاضي,positive
تجربة جيدة لكن نتمنى زيادة عدد الرحلات لتكون المواعيد مناسبة أكثر. ممكن أعرف سياسة الغاء الرحلة؟,positive
منتاااز بس يليت كل اسبوع تزلو كود خصم في الانستقرامم بلله عليكم تنزلونن تكفى وهاذي حسابي dns.i69,positive
تجربه رائعه التطبيق سهل وسريع وجميع الخيارات موجوده شكرا لكم,positive
تطبيق جميل بس حاب أسال ماهو نظام توزيع الكوبونات وكيف يمكن الحصول عليها؟,positive
لو عاوزين ندخل سيارات معاكم فى الشركة ايه الشروط و التفاصيل,positive
ممتاز وسريع وسهل وواضح - شكرا سهلتو علينا الطلب واحنا في البيت🌷,positive
تعديل ٠٠صراحه بعد الشكوى دي خدمة العملاء ناس محترمه وتكلموا بكل زوق شكرا لكم,positive
"حتى الهمبرجر يقلون مخلوط لحمها بشا ابي مطاعم واضحا للحم وتحسين الكلام جذي 
الهمبرجر ذلفت",positive
أحب ذا البرنامج يقدم لنا جميع المطابخ والمطاعم شكرا ل اللي سواها,positive
ممتاز بس اريد ان تزيدو عدد المطاعم وتضعو كل مشتريات السوبر ماركت,positive
تجربه ممتازه ومواعيد منتظمه واداره جيده وكباتن محترفين واحترام للعميل جيد,positive
احلى تطبيق لتوصيل الطلبات بس اذا كان في تأخير فالتأخير من المطعم,positive
"سلام عليكم لو عايز اشتغل كابتن توصيل طلبات حفر الباطن اى الطريقه لتواصل 
معاكم",positive
شكرا علي الموقع الجميل 😙💓من أي دوله الي مسوي الموقع اهنيه علي الاختيار الصح,positive
Good one i love this food good i love it 😋 yummy,positive
راااااااااااااااااااائععع جداااداااااا 🥺 أفضل تطبيق في الاردن 🖤✈️مممممممممممتتتتتتتتتتتتتتتتتااااااااااااااااااازززززززززززززززززززززز تحياتي ♥️🥺,positive
انا مش عارف ولا فاهم في حاجه خالص وياريت تعرفونى هوه باستخدام ازى شكرآ,positive
تجربة رائعة واتمنى تزويدنا بأكبر قدر من المطاعم فعلا شئ رائع,positive
افضل برنامج ويستحق اكثر من 5 نجوم حتى الاكل يوصل ساخن,positive
تم استهلاك 50% من باقة الموبايل إنترنت الاساسية. للتجديد كلم *999*2#.,positive
برنامج ممتاز الصراحة بس ياريت لو يكون في نقاط على الطلبات بتعملك خصم او عروض خاصة,positive
انا معرفش في في إسكندرية ولا لأ عند كبري ابيس او مدخل الزراعى,positive
تطبيق روووووووعه شكرآ جدا طلبات وأرجوكم ترجعوا تانى خصم الكوبون وزودوا عدد المطاعم,positive
انه سريع جدا في التوصيل و عنده عروض جدا رائعة,positive
اعجبني في التواصل بعد رفع الطلب ، لكن اتمنى توفير مطاعم اكثر,positive
تطبيق رائع لكن الأوزان مشكله لازم كيلو كمان عدم إرجاع الفلوس في حاله إلغاء الطلب مش كويسه والأهم فين الهدايا,positive
بالعكس برنامج جميل طلبي وصلني خلال نص ساعه يستاهل 5 نجمات,positive
عايز اسافر من الجيزه لدمياط الجديده و مش عاف استخدمه,positive
برنامج عملي وممتاز واتمنى ان تكون شفافية تقييم المطاعم هي القيمة الحقيقية لجودة الطعام واسم المطعم بارك الله فيكم ويعطيكم العافية,positive
بجد بجد برنامج فاشل اولا بيقعد ساعتين على ما الاوردر يوصل ثانيا المندوب حرامى ونصاب واستولى ع الاوردر💔,positive
حلو بس المكان اذا بعيد ما بيروح بث هم يصلحون,positive
تطبيق مميز و لكن يحتاج الى تعديل بالنسبة لتعديل الطلبات,positive
اشكر كل من ساهم بهلبرنامج والموظفين لطيفين ورائعين وتسليم بلوقت المحدد,positive
طلبت مره قبل العصر 2،51 دقيقه ،قسسم بالله ماجاني الساعه 5 تقريباً. سلااامااات يابوي تراني طالب غدا مو إفطار صائم..,positive
برنامج جميل جدا واسعار مناسبه و خدمه عملاء ممتازة اتمنى يكون فى مواعيد اكتر بالنسبه للسفر شكرا فريق سويڤل,positive
يوجد مشكله في عندي كود خصم مش راضي يشتغل في اي مطعم أو بقاله,positive
موقع راقي دوم اطلب منه ويجي الي نفس الطلب ومعه العلم التوصيل راقي لكم ولفراد التوصيل كل الاحترام,positive
برنامج رووووعة ممتاز جدا بالفعل انا حبيته وبتمنالكم التوفيق تحياتي لكم,positive
البرنامج جميل جداً وانصحكم تحملونه واذا سمعت ارائ الناس الباقييين ماراح تحمل شي من السوق وبس والله .😂😂😂,positive
ممتازه بس اقترح يكون في رابط دفع اذا بغيت احد يعزمني,positive
"حبيت الApps وايد استفدت منه اختصر علي مكالمات كثيره و فعال جدا وواضح جدا 
تنظيمه",positive
روعه يجنن اتمنى تزوروا قناتي هي Family Judy and Keenan,positive
تطبيق جيد بدل ما اقعد اتصل مليون سنة اقدر اطلب من عندهم بسرعة ومن غير ما يكون عندي هم,positive
المطاعم اكلهم لذيذ و يقدر لواحد يطلب اكثر من مطعم و فيه بعد جميع الدول و فيه بعد جميع المطاعم..,positive
انا عاوزة من عندى بي تك لوران الاسكندريه فى حدود الساعة سبعة صباحا كل المواعيد غير مناسب,positive
تطبيق رائع جدااا بوفرلك كل احتياجاتك بأسرع وقت ممكن شكراا,positive
يا ريت يتم القضاء علي المضروب ودايما في تقدم وازدها,positive
التطبيق ممتاز يحدد الوقت تقريبا و رسوم التوصيل و يتم تحديد المنزل بشكل دقيق لم يخطئ أحد من العمال البيت في التوصيل,positive
رحلات سوافل فكره جميله واختصار للوقت ودائما ترسل خصومات للعملاء تحياتي وتقديري لحضرتكم,positive
اتوقع البنامج  ميوصل الى يتنا لان بيتنا في مكان متتخيلوه انشاء الله يوصل  ......,positive
صراحة تطبيق لا يُعلى عليه أوصلنا لزمن المستقبل الذي كنا نحلم به. بارك الله في من قام بإنشاءه,positive
بيقولي البيانات غير صحيحة مع العلم انها من البطافة الشخصية,positive
لماذ لاتوجد رحلات الساعه ٧ ونصف والرحلات معظمها بعد الظهر,positive
جدا جميل بلنسبه لتجربتي تلبون الطلبات بلحرف الواحد وتوصيل سريع وأسعار مناسبه,positive
أنا إذا طلبت مايجيني نفس الطلب صح إنه يجي بس مو نفس الطلب الي أطلبه,positive
خدمه ممتازه اتمني يكون ف مزيد من المحطات والمواعيد لأكثر الاماكن شكرا لكم,positive
افادني وايد بفتره تواجد ابوي في المستشفى والفتره اللي ماشيل معاي فلوس في العمل,positive
تطبيق يساعدك على طلب اكلك المفضل دون اي متاعب ويختصر الوقت....ويعفيك عن الخطوط المشغوله والانتظار...شكرا لكم..,positive
في اونه الاخيرة صور الوجبات والاكل ما تطلع !! تطبيق ممتاز ويستحق اكثر من 5 نجوم,positive
ممتاز ممكن لما ترد علي عميل كاتب عربي ترد عربي,positive
جيد ولكن لماذا لا توجد خطوط كثيره من المريوطيه فيصل حتي نادي الرمايه؟ ارجو الرد,positive
"تطبيق رائع ولا غلطة دايم الطلب مضبوط وعالوقت شغل احترافيين واحلى شي خانة 
الملاحظات الموجودة في كل حال،اقتراح اضافة تتبع الطلب يكون ميه ميه",positive
ممتاز جدا من أفضل التطبيقات سريع سهل وتقريبا اغلب المطاعم موجوده في التطبيق,positive
اتمني اضافة خط من شبرا الخيمه الي جامعة الازهر بنين او مدينة نصر الساعه٧.٤٥ص,positive
مجرد ما اطلب ساعات معدوده والطلب يكون عندي بصراحه الموقع جدا جميل شكرا لكل القائمين عليه ونطمح للتطوير,positive
جمييل جدا يعطيكم العافيه للقائمين عليه افادني جدا ودعاً للشحن علشان تطلب اطلب عن طريق الواي فاي,positive
"عندي سؤال هل البرنامج جيد لأنني اشوف التعليقات منهم يقولون حلو والنص الثاني 
يقول موحلو",positive
تطبيق نار وسريع فالتوصيل وماعليه كلام يعطيكم الف عافيه على البرنامج الاكثر من رائع شكرا من كل قلب صادق طلبات دوت كوم,positive
وقت التوصيل ممتاز والطلبات توصل ساخنه وفرش وبشكل مرتب جدا ويخبرنا بكل شي جديد🌹,positive
لو سمحت ابيك تقولني ب العافيه لني بشتري بيتزا 😍😍😍😍😍,positive
التطبيق رائع والشركة مهما تكلمت عنها لا اوفيها قدرها التمنيات للشركه بالتوفيق,positive
اذا بدي انزلو بخلي منضر عندي عشان كل ما اشوفو بتذكر الاكل 😂😂😂😂😂😂😂😂😂😂,positive
تطبيق ممتاز يقتصد الوقت والحلو فية تحط اكثر من عنوان في جميع دول الخليج شكرا طلبات 💞,positive
يا جماعة مفيش حد يصدق شركت اورنج شركه جدابه وبت كلب شركه حرميه والتطبيق روعه وحلو بس وضح الفلوس المطلوبه 955 من القاهره الي اسكندريه,positive
عايز احمل واطلب والبرنامج بيطلب تحديث ومش موجود على البلاى استور اعما اى,positive
انا  طلبت بيتزا وجتني الطلبه لما البيت وسعرها 100 دينار,positive
أنا في عمان بتحديد في ولاية شناص ولاكن شناص ليست في القائمة الخاصة بعمان,positive
جيد، يعيبه خذلان بعض المطاعم للتطبيق فلا ينفذوا الطلب وطلبوا إلغاءه بعد القبول,positive
"هاذا البرنامج رائع لكنني لم اجربه بعد لكن رايته عند صديقي وكان يطلب ويوصل 
طلبنا بالوقت المحدد💜",positive
التطبيق حلوووه Thanks Jeddin for this beautiful app. Thank you,positive
"انا لسه مجربتش الابلكيشن بس في سؤال لو احنا عياله والمشوار مثلا ب ٧٠ج بحسب 
كل شخاص ب ٧٠ولا كلناب ال٧٠ج😊",positive
بعد اذنك لو في إمكانية لرفع عدد المرات الاستثنائية لإلغاء,positive
البرنامج كان بس لمطاعم الكويت وتوه ببدايت الانتشار بدول الخليج اذا انت مثلا بالسعوديه ومنطقتك مو موجوده انتظر شوي بيتوسع البرنامج لجميع مناطق دول الخليج,positive
قمت من النوم ولقيت البيت فاضي والثالجه فاضي ايه داههههه!!! بس اللحمدالله لقيت هذا البرنامج وساعد بطني ولك الحمد😀💙💙💙💙💙💙,positive
ممتاز جدا وسهل الاستخدام وجديد ومميز جدا عن أي محفظه أخرى,positive
"ممممتاااااز أقوى واروع وأجمل تطبيق توصيل طلباات صرراحه أنصصح الكل يجربه 
وتعاملهم راقي جداا",positive
جميل جدا بس لو كان فيه اكثر من مطعم كان احسن وافضل,positive
التطبيق لايعمل ويطلب تحديث ولا يوجد تحديث متوفر في جوجل بلي ما العمل,positive
كتجربة في البحرين، التطبيق ممتاز جدًا، وأفضل من بقية التطبيقات من نواحي عديدة، ومن يعتاد عليه لا يذهب لغيره.,positive
تطبيق ممتاز سريع في التوصيل والاكل سخن ورائع ولكن هناك مشكله واحد هي ان لازم ارسل اللوكيشن كل مره عند الطلب. شكراً,positive
يغنيك عن الإتصال بالمطاعم، وإذا ما تأخر طلبك توجد لديهم خدمة محادثة فورية للشكوى، أنصحكم فيه.,positive
صفحة وقت الفجر الدعوية فيس بوك اعجابكم في الصفحة وتشير إلى أصدقائكم ولكم الأجر والثواب من الله صفحة,positive
من احله وانضف واشيك التوصيلات راحه وهدوء واحترام من السواق ومعمله خمس نجوم انا عن نفسى حاقررها تانى واسعرهم ممتازه,positive
جميل جدا و لكن ليس لديهم مطاعم كثيره مثل ماكدونالدز ارجو حل المشكله,positive
تسبون بالمطعم خلاص بس سب خلال انا عندي مطعم يجيبه في نفس الساعه,positive
التطبيق حلو و شكرا لحضرتك انا كنت بشتم واحد بيشتمكم بس الرساله جت ليكم مش ليه اعتذر لحضرتك♥️,positive
تطبيق تحفه بصراحة بيسهل عليا كل حاجة سواء بقاله أو مطاعم وكمان بيهتموا بارضاء العميل وجوده المنتجات,positive
انه حقا تطبيق فوق الممتاز بس لو تكرمتم عايز اعرف في محطة على كورنيش النيل بطرة البلد ولا لأ,positive
والله حلو بس المشكله الحد الادنى لاني اطلب شي بسيط,positive
ممتاز جدا جدا جدا لو له نجوم أكثر عطيت التطبيق,positive
وسيله اتصال فعاله تمكنك من اخذ وجبتك المفضله بدون الخروج من المنزل او حتى الانتظار طويلا,positive
جميل ولو كانت كل قوائم المطاعم بالعربي بالانجليزي مع عرض الصور لجميع الوجبات لكان أفضل بكثير,positive
♥️ خدمه مفيش بعدها بصراحه احلى تعامل معاكم شركه محترمه حتى في مواعيدها,positive
شكرا طلبات..أنتم رائعون..سعيدة جدا بهذا التطبيق..انصح الجميع باستخدامه لأنه رائع جدا🌺,positive
تطبيق سهل لنا طلب الطعام دون الحاجة للذهاب للمطاعم والانتظار شكرا لكم,positive
تطبيق ولا أروع جد بيجنن بتمنالكم المزيد من التقدم والنجاح 😍🌸,positive
يوجد توصيل داخل القاهرة من فيصل الى عبد المنعم رياض,positive
المطعم ولا اروع يوصل  قبل وقت المحدد والاكل حار  تقييمي ١٠/١٠,positive
والله اخر رحلة من يومين كانت عظيمة جدا مواعيد مظبوطة مستوى عالي من المعاملة نتمنى منكم الحفاظ على المستوى ده وامان اكبر وعروض اكتر,positive
اطلب من المطعم عن طريق طلبات التوصيل المجاني عندهم أكثر من غيرهم,positive
سلام انتو اشفيكم تعليقاتكم سئ جدا ليش خالتي محملتو وانا يوم نمت عندها فصباح فطرنا  من البرنامج وطلب صح و الأكل صح يعنى كويس البرامج,positive
الاداره تتم فيها الاجراءات الخاصه بالملكيه وكذا نقل الملكيه والبيع والتفويض وما الى ذلك مما يخص عملاء المجموعة وتعاملاتهم.,positive
والله ممتاز انصح بتحميله    بصراحه لا يخليك تتعب ولا شي,positive
بجد تحفة وامان وموعيد مظبوطة وخدمة ممتازة والبرومو كود دة اختراع بس لية دلوقتي مش بيجيلي برمو كود كل اسبوع زي الاول😍😍,positive
اتمنى اضافة مطاعم البيك بالنسبة للمنطقة الغربية وذلك والله يكفينا هم الزحمة و العناء و الوقت,positive
وربي برنامج والتوصيل والاكل وكل شي جمميلل منجد برنامج ممتاز💕😢,positive
