text,rating
ممتاز. كل شيء الموقع والمكان والتصميم وحوض السباحه وانصح فيه. المبلغ,Positive
الكتاب جميل ويناقش الإسلام بطريقة فلسفية بعض الشيء أحببت الفصلين الأول والأخير ، الكتاب لأنه مملوء بالأمثلة والمقارنات و الربط ..,Positive
رحله رائعه . حسن الاستقبال وابتسامت الموظفينالنظافه واهم شئ هو منع التدخين. كل عجبني,Positive
انصح التعامل معه . الطاقم العمل مره ممتاز متعاون. لايوجد شي,Positive
رحله ممتعه . الهدوء والتعامل من العاملين بالفندق. كل شيء الا الواي فاي,Positive
دكتور مصطفى محمود جزاك الله خير من اجمل ما قرأت عجبني الكتاب كثيرا,Positive
اعجبنى انه يحث عالتسامح للشعوب خاصة وسرد بااسلوب جميل جدا,Positive
كتاب طيب ربنا ينفع به الكثير من الشباب يارب آمين,Positive
ممتاز . فندق ممتاز ، السرير ممتاز جدا ومريح ، تعامل الموظفين ممتاز والخدمة جيدة ، كل شيء ممتاز في هذا الفندق..,Positive
ممتاز. البوفيه المفتوح رائع جدا سواء في الفطور او السحور وتعامل الاستقبال قمة في الذوق والفندق بشكل عام ممتاز.,Positive
راق لي الكتاب، ممتع جدا و شيق أسلوب الكاتب جميل و خفيف على القاري ليس ثقيلا عليه من الاساليب المحببة لدي,Positive
الاقامة ليلتين فقط وكانت اقامة مريحة ورائعه . الاطلاله على الحرم. الافطار ممل جدا ولا يتم تجديد اصنافه,Positive
" لقد أطلتُ في قرائتها رغم قلة أوراقها, أول قرائه لغاده, وأظنني وُفقت في البدء بهذا الكتاب. موجعةٌ خيالاتها",positive
من أحلى الروايات اللي قريتها ٣ ! لمن تستهويه الروايات التاريخية، مرا لا تفوّت الرواية دي !,positive
رائعه هي هذه الرواية تحمل حديث الغاز يعجبني ويثيرني للبحث وراء الكلمات ، غنية بالشخوص وبالأفكار وبالكلام ، يا بروفيسور من قال انك مجنون انت أعقل منا,positive
" "" ليس الفشل ان نخفق في تحقيق اهدافنا، ولكن الفشل هو الا نحاول الوصول الى الهدف"" - بيكاسو وستاربكس كتاب رائع جدا يستحق الاقتناء",positive
هذه الرواية من أروع ما قرأت لـ بهاء طاهر . فل يوفقني الله للكتابة ليشهد الخلق أني تأثرت بأسلوب بهاء طاهر.,positive
كعادته.ممتع شيق.يجبرك على المتابعه و انت مستمتع و لكنه كعادته.جميل تنوع افكاره.ولكن الاجمل ان ينوع في اسلوبه.,positive
أعجبني، خفيف الظل و ممتع، و يعكس المجتمع المصري البسيط. من الكتب التي تقرأها في أي وقت أو مكان :),positive
كتاب رائع كوميدى أخرج الواحد من بعض الكآبة التى يعيشها في الأوانة الأخيرة أسلوب ساخر,positive
لا توجد كلمات كافية لوصفها،، هى تجربة إنسانية كاملة تحمل كثير من مآسينا. أنصح بالقراءة.,positive
روعة. أعجبتني الرواية كثيرا هي أول رواية بوليسية اقرأها وتعجبني كثيرا وتجعلني اعيش أحدثها كنت احس بمشاعر أحمد وعلاء وجودة وغادة كل حرف فيها,positive
بسيط سلس ممتع بإيجاز اسلوب رائع مقالات في فصول عديده تتكلم عن كيف تتقبل الأعداء والمختلفين معك بشتى اصنافهم انصح به جدا,positive
ممكن يكون الكتاب الوحيد المهما قراته اكثر من مليون مرة عمرى ما ازهق منه هههههه,positive
" أسلوب لذيذ , ومقالات باهره في مواضيع متعددة تهم المجتمع و الحضاره الفكرية و الأدبية ياسر كان رائعاً جداً",positive
صحيح هتسيب فيك مشاعر متشائمة بعد ما تخلصها بس باعتبرها من أفضل ما قرأت على الإطلاق,positive
كانت رحلتي مع هذا الكتاب رائعة ومدهشة.لن أطيل ، لمن لم يقرأه ، لن تندم أبدا حين تفعل.,positive
احد اروع و اذكى الروايات التي فرأتها في حياتي. كمية هائلة من المعلومات. غريبة لذيذة,positive
قصة حملتني الى عالم اخر فعلا تستحق القراءه كل حرف فيها باسلوب متقن افتقرت الى مثل هذه الرويات مؤخرا ارويت عطشي ياأثير شكرا لكِ,positive
كتاب يسرد حياة النبي صلى الله عليه وسلم من قبل ميلادة الى وفاته باسلوب جميل .افضل كتاب قرءته في سرد حياة المصطفى عليه السلام,positive
كتاب اكثر من رائع كما تعودنا من عبدالوهاب مطاوع رحمه الله افادنى كثيرا واتمنى لو استطيع تنفيذ ولو جزء صغير مما جاء به,positive
من أروع ماقراءة فكلنا باستطاعتنا نبدأ بخطوة والتعلم ومن ثم نشر هذا العلم وتغير من حولك . كن عونا لنفسك ومن حولك .,positive
لعل هذه الرواية أفضل ما كتبت أحلام أحلام هنا تكشف عن ثقافتها العالية و لغتها العالية الرواية تسير نحو التعقيد أحياناً و مفاجئة و صادمة أحياناً أخرى,positive
كتاب رائع باسلوب رائع العنوان يجذب الانتباه رغم انه لا علاقة له بما في الداخل سوى بما يحمل نفس الاسم. يقرا عدة مرات.لغته بسيطة. تجذب من لا يقرا كثيرا بنظري,positive
بعد قراءة الكتاب ؛ ودّعت الحزن وهجرتُ الهم ومفارقتُ منازل الكآبة وارتحلت عني خيام اليأس والـإحباط . أنا حقاً أسعد إمرأة في العالم !!!!,positive
" كل ما أستطيع أن أقولع عن هذا العمل الرائع ""أهل الكهف""، أنها حقا قطعة أدبية جميلة، تلهب الخيال!",positive
رواية جميلة. الحقيقة أنني انهمكت أثناء قراءتي في تتبع أسلوب الكاتب في رسم القصة :),positive
رائع جداً جداً جداً وربما يكون من أفضل الكتب التي قرأتها كتاب حادث نفسي فحادثته سأقرأه مره ثانية وثالثة ورابعة بإذن الله !! يفوق الخمس نجوم,positive
أكثر من رائعة تلهب الحماسة و تغذي روح العزة بحضارة المسلمين و سماحة الاسلام :),positive
" كتاب اكثر من رائع , اضاف الي الكثير من المعرفه حصيده ثقافة انسان متعطش للمعرفه جميل متنوع وسلس في انتظار المزيد من ابداعات الكاتب ياسر حارب 3",positive
من الكتب القليلة التى تستحق القراءة اكثر من مرة فلم يبخل فيها الكاتب باى من تجاربه,positive
" جاءت قصيرة بعض الشيء , فهي أقرب لقصة طويلة منها إلى رواية . لكنها ممتعة جدا , وعميقة جدا أبدع غسان في صياغتها",positive
لم استطع النوم حتى انهيت الكتاب في يوم واحد . كتاب رائع ومناسب لكل الاعمار يتكلم فيه بلغة بسيطه تناسب الكبار والشباب . احببت كل المقالات بلا استثناء,positive
قراءة مختلفة ومجددة للتفكر في آيات القرآن الكريم، بعيدا عن التفاسير التي حصرتها في الأحكام والواجبات الدينية. جدا رائع لمن أراد فهم مختلف بعيد عن المتوارث,positive
لست ممن يقرا ل احمد خالد توفيق ولكن هذا الكتاب سيجعلنى ممن يقرا له ان شاء الله :),positive
من أروع ما قرأت، لن تستطيع أن تمنع دموعك من التساقط في نهاية الرواية .,positive
أنصح كل من يريد النصح في أمر (أيا كان ) أن يقرأ هذا الكتاب فابن الجوزي (رحمة الله عليه) قد جال بخاطره الكثير مما يجول بخواطرنا ^_^,positive
فصل من فصول التزكية ومدرسة الترغيب والترهيب رائع . كتاب ماتع وهو من أوفق ما كتب خالد أبو شادي,positive
روايه او مش روايه رحله في قلب الواقع الفلسطيني الاليم . من وجهه نظر العامل البسيط صاحب الارض المغتصبه. جميله جدااااا,positive
من الكتب الرائعة الأولى التي ابتدأت بها في عالم الكتب أبواب وفصول ومن كل بحرة إبداع ونصحت به للناس المبتزئين في القراءة وللقراء المتطورين,positive
كتاب يستحق القراءة ويستحق التعمق والعيش فية بالروح لأنة يجعلك تهيم فى عالم النور كأنك تحلق هناك !!يستحق الخمس نجوم,positive
كتاب يحمل النصف عن مايمثلني وعن مايجب أن أمثل ذاتي به .رائع يباغتك الصدق في حروفه لأنه جاء معاناة,positive
كتاب ممتع جدا لمحبي قراءة كتب التاريخ وقد استطاع الكاتب ببراعة ان يشرح أهمية التاريخ وكيف يخلد الأبطال.,positive
كتاب ممتع ومدعم بالصور _مفيد جدا لتبني منهج في التعامل مع الأحداث الجارية وربطها بأشراط الساعة وفق فهم عقدي سليم,positive
لا أفهم السبب لكن الكثيرين يعتبرون الرواية غير ذات أهمية أو تحمل الكثير من السرد المشتت.أراها علي العكس شديدة الاحكام والامتاع وتفاصيلها محببه.تستحق-حتما- القراءة,positive
سواء احداث هذه الرواية حدثت ام لا خلال ال20 عام المقبلين فقد استمتعت جدا بقرائتها و بأسلوب كتابتها الفريد,positive
مبيعات الكتاب أكبر دليل على جودة هذا الكتاب ناهيك عن الظروف التي صاحبت تأليف هذا الكتاب كتاب إيماني إجتماعي مميز,positive
عندما تمسك حبات لؤلؤ وتتساقط من بين يديك.كان هذا شعوري وصفحات الروايه تتقلص من بين اصابعي رواية رائعه بمعني الكلمه,positive
بالنسبة لى إن أعظم الحكمة على الإطلاق أن تستطيع أن تختصر المعانى فى جمل صغيرة مُضحكة .وهذا ما يفعلة محمد عفيفى بسهولة!,positive
من غير تعقيدات و الكثير من البلا بلا بلا و الهراء الادبي الذي يفقد اي شئ معناه ممتعة.,positive
استمتعت بها كثيراً رواية مميزة جداً رأيت فيها نفسي الهائمة الضائعة في فوضى الحياة تمنيت الا تنتهي مؤكد اني سأقرها مرات أخرى :),positive
تقريباً من أفضل الكتب التي قرأتها مؤخراً أسلوب ساخر جداً،لم أستطع أن أمنع نفسي مرات كثيرة من الضحك ولم أستطع أن أمنع نفسي أيضاً في حال البلد برافو يا بلال,positive
قصه جميله وواقعيه وفيها كمية سواد خلاني اقرف من البلد بس حبتها لاني حسيته شايف المستقبل,positive
رغم اني قرات الكثير من كتب تطوير الذات الا ان هذا الكتاب كان الالطف وخفييف على المعدة :),positive
كتاب جداً رائع في معاني القرآن واهدافها وتسلسل السور والآيات بأسلوب الاستاذ عمرو الرائع والبسيط,positive
" الكتاب يطرح في العقل أسئلة جديدة أكثر مما يجيب على الأسئلة القديمة , كتاب رائع جداً.",positive
لا يحضرنى أى وصف للرواية الآن . لن أحاول على كل حال . يكفى أننى لن أنساها ما حُييت,positive
كتاب عبقري في بساطته ^^ و رغم انانية القط و غروره بنفسه إلا انه واقعي جدا .ياريت كان عندي قط زيه,positive
كتاب ممتع عبارة عن تجميع لمقولات و حكم و ابيات منتقاة بطريقة جميلة احسن فيها المؤلف يستحق القراءة,positive
وهل يوجد اجمل من كلام الله.  كل مرة اختمه. اكتشف كنوز فيه. راحة لا متناهية بمجرد تلاوة اية واحدة فقط. فما بالك ب6236 اية!! الحمدلله.!!,positive
مأساة الطبقة المتوسطة واحدة من أروع ما كتب محفوظ على الإطلاق برغم أنها غير مشهورة,positive
ما يشدّك إلى هذه الرواية شيءٌ واحد فقط | ضوء بن جلّون في صفحات كتابه كما لو كان خُلق ليكتب هذا الكتاب,positive
ممتعه حقا اجمل ما فيها تعددها الرائع تنتقل فيها من عالم لاخر كتعدده الاحداث والنهايات منها المحزن والسعيد تجول داخل نفس كل شخصيه ببراعه كل قصه متفرده بذاتها,positive
تصوير رائع للحياة اللبنانية في بداية القرن الماضي اعتقد ان امين معلوف استقاها من قصة حقيقية ثم نسج حولها هذه الرواية الرائعة والمشوقة .,positive
مع انه طويل. الا انه رائع يبحر فيك إلى عالم آخر من الإدارة والإصرار والإنجاز. ممتع ويفتح عيونك على اشياء كثير.,positive
كتاب جميل جدا ويتميز بكونه خفيف جدا على النفس ويتسلى بقراءته وينهى بسرعة كبيرة وهو كتاب جيد لمن هو جديد في عالم القراءة,positive
رواية عميقة بحق! لازلت إلى اليوم،،أسألُ نفسي: تُرى،مَن قتل ليلى حايك؟! لديه عبقرية بوليسية رائعة.هذا الغسان,positive
قمة النضج ف الكتابة بعد فرتيجو رواية مشوقة جدا لدرجة انى اتممتها ف يوم واحد كانت من احلى الحاجات اللى قرأتها,positive
رغم ان القصة مفيهاش حاجه جديدة .بس اسلوب الكتابه كان جميل ومشوق جدا خصوصا في الاخر,positive
راااائعة جدا سيكون من الصعب على الكاتب التغلب على نفسه بعد هذه الرواية.مميزة بجد :-).,positive
قرأتها من سنوات طويلة . وكلما رأيتها بالمكتبة تذكرت أحداثها الشيقة الممتعة جدا . تستحق الـ 5 نجوم,positive
رواية بنكهة أندلسية لذيذة ! ممتعة حد الإدمان . لا أزال اتذكر كيف كانت أيامي الأولى بعد انهائها كنتِ جزءاً جميلاً من يومي أفكر بإعادة قراءتها ، جدياً افتقدها,positive
من أجمل ماقرأت رائع ل أبعد حد ، فقط رفع سقف أعجابي ل أي روايه من بعده ! احب ال واسيني كثيراً ^^,positive
رائعة . سريعة وأسلوبها ذكي جداً ! أذكرُ أنني تسليتُ بها خلال ركوبي القطار !,positive
موهبة زيدان في السرد القصصي تجبرك على ان تعيش مع شخصيات القصه وكأنها واقع. تقيمي لها ، رائعه و تستحق القراءة.,positive
من أجمل ما قرأت من الروايات المترجمة . رواية فريدة فعلا . على الرغم من السوداوية لن تستطيع ان تغادرها حتى تنهيها أو بالأصح تُنْهِيك.,positive
من اروع ما قرت هذه الروايه كانت بوابه دخولي الى عالم كتابات غازي القصيبي رحمه الله,positive
يعنى والله هو الواحد مش عارف يقول ايه ولا ايه .لحد دلوقتى انا مندهشة من كل كلمة فيها !! منذ البداية و حتى النهاية !!,positive
أحب أسلوب أثير في وصف المشاعر و الحال، ويجذب القارئ لعمق كلماتها. نشعر من خلالها حال الرواية انا شخصياً أعجب برواياتها :),positive
الكتاب حلو اوي واستمتعت بيه وبطريقه عرضك لمواضيع كتيره اضاف كتير ليا وفهمني حاجات كانت الصوره ضبابيه فيها اوي الاسلوب كان سلس وممتع ومحستش بالملل ابدا,positive
جميلة جدا!!! بالنسبة لي غادة هي من بين الافضل في كتابة الخواطر ووصف مكنونات النفس باسلوب متفرد،حر،ومميز وكلمات قوية معبرة :),positive
وصف الاماكن والشخصيات رائع جدا كنت حاسة انى مقيمة فى البيازين وبتمشى فى شوارعها وانا بقرأ الرواية رواية رائعة,positive
مش بحب الشعر اوى ومش بافهمه غالبا لكن ده مش شعر ده سحر ! مبهوره لاقصى حد,positive
تكمن عبقرية الراوي في المزج الخفي ما بين الحقائق التاريخية و الربط بينها بسيج خيالي رائع. أوصاف دقيقة و مليئة بالأحاسيس و دوافع التفكير,positive
كتآب رآئع لـ سعد الكريباني محفزَ و مليء بالقصص المميزهَ. . آنصح الكل بقرآئته. . =),positive
مخيب للأمل. قربه من السوق. غالي جدآ استاجر فيها جزيرة هههه,Negative
اسواء فندق سكنت فيه . الموقع قربه من الامارات مول فقط. كل شي سئ,Negative
بعد مخلصت الكتاب افتكرت احمد خالد توفيق كان بيقول : نعم انه كتاب غالى ولكنه رخيص فى محتواه,Negative
كتاب يحمل طابع المقالات منوعة فلسفية ونقدية لكن لاحظت ابتعاد الكاتب عن الموضوع الاساسي للمقال مما يسبب ملل للقارئ وتشتت.,Negative
النظافة أولا . الهدوء والراحة. النظافة ضعيفة المستوىالسعر غاليخدمات سيئة,Negative
حسيت انها مجرد حاجات مالهاش علاقه ببعض مقدرتش تشدينى ومعرفتش عايزه توصلى ايه. تقريبا المشكله عندى انى مبقدرش استوعب الكتابات من النوع ده,Negative
قرأتها قبل اكثر من سنه تقريبا ولكنها لم تعجبني ولم اكمل قراءتها حينها .. الكاتب ضاع في التفاصيل,Negative
تفتقد المصداقيه، ولا أظن ان هذه الاحداث صحيحه على الاطلاق، ويتضح منها انها تريد تشويه صوره الثوره الاسلاميه..,Negative
مقبول . . يوجد رائحه كريهه تنبعث في ممرات الفندق وقمت بالابلاغ عنها لاكن مامن مجيب,Negative
لا افكر مطلقا مره ثانيه اخذ فيه . الموقع فقط. كل شئ لم يعجبني,Negative
لحم البرجر فيه ريحه شينه. والسلطه بس جرجير عليه صوص طعمه موب زين. الجمبري رخو موب مقرمش كني آكل علك.,Negative
ضعيف. . موظف الاستقبال المصري معاملته جدا سيئة ولايليق لهذه الوظيفة,Negative
سيئ وسويت خروج بنفس اليوم من الفندق . . الغرف قديمه التصميم والتكيف سيئ واحضرو لنا مهندس ولم يقم بالاصلاح,Negative
سكن اثاث جيد ولاكن ازعاج رائحه كرييييهه . طقم الاستقبال فقط. تجمع وازدحام شباب وبنات سيييئ للسواح,Negative
مخيب للأمل. . الاثاث و المبنى كذلك قديم المكيف حار و قلت المواقف يعني ندرتها,Negative
انا جربته المطعم صراحه الدجاج مايكون جديد بوقته يكونون مبيتينه ويابس,Negative
صفرررر من مية . فندق ما يسكنه هندي طفراننن. فندقق للاسففف الشديد زبااااالة,Negative
لا ينصح به . التلفيزيون والسرير. لايوجد تفاعل من الموظفين ومعنوياتهم سيئة تجاهنا وعدم التزامهم مع العملاء في توفير الغرف الجاهزة ..,Negative
ضعيف. . العاملين في الفندق تنقصهم الخبرة في التعامل مع النزلاء,Negative
هذه السلعة تعتبر جيدة ولكنها غير عملية عند اجراء اي اتصال باستخدام الهاتف,Negative
مملة ... نجمة واحدة لروعة اللغة التي كتبت بها وبلاغتها,Negative
مخيب للأمل. . الحركه بطيئه للموظفين استقبال به موظف واحد فقط تسليم الغرفه بعد اربع ساعات,Negative
ضعيف . لم يكن الحجز يشمل الافطار. تعامل الطاقم وعدم وجود المرونه في التعامل ، لا انصح بحجز هذا الفندق,Negative
شاحن سيئ جدا .. لا يشحن كثير من الموبايلات وخصوصا البطاريات التى تزيد عن مللي امبير وهو اكثر انواع بطاريات الموبايلات,Negative
مخيب للأمل. . التوصيل من والى المسجد لميكن له عناية سواء التوقيتات او المكان الذى تنزل به بعيد جدا عن المسجد,Negative
مخيب للأمل. المكان نظيف بس قدم المبنى له تاثيره على للنظافه المفروض التجديد كامل حتى البنيان.,Negative
جزء كبير منها يصيب بالملل. احببت اول جزء وآخر جزء,Negative
ضعيف. . المشكلة في وعدم مصداقيته فالسعر في الفندق أقل، ولا يوجد انترنت,Negative
ليه مش هكمل قرايتها ؟؟. اسلوب الروايه وتسلسل الاحداث مش منطقي,Negative
ضعيف جدا. المطعم الفطور . الاستقبالدورة المياهمرتبة السريرنظافة الغرفهكلها سيئة,Negative
فندق سيء جدا . لم يعجبني شيء. الفندق سيء جدا و يفتقر الى النظافة و تفوح منه روائح نفاذة,Negative
ضعيف. لاشيء. رائحة مدخل الشقق رائحة أكل .. الأثاث قديم والتلفزيون مرتفع جدا .. الواي فاي ضعيف جدا ..,Negative
ضعيف. . الغرفه سيئه والماء في الحمام بارده ولا يوجد عازل صوت بين الغرف والاستقبال سيئ,Negative
مخيب للأمل. موقع الفندق جيد. رايحه كريهه في الممرات. تاخر التاكسي.,Negative
شقة عادية جدا . لا شيء. الاستقبال غير جيد المواقف غير مهيأةازعاج بالقرب من الشقةالسرير غير مريح اطلاقاالنظافة دون المتوسط,Negative
كانت تجربه سيئه لايرتقي بمستوى الخمس نجوم . لاشئ. أثاث الغرف قديم. استقبال موظفين صف السيارات غير جيد بعد المواقف وعدم وجود خدمة صف السيارات,Negative
رواية طويلة على الفاضي رواية تتعمل في صفحة بالكتير عملها في صفحة,Negative
كتاب سيء لكل ماللكلمة من معنى..كنت انتظر شيئا في مستوى الثلاثية ولكن للأسف خاب املي في ياسمينة خضرا..,Negative
الأدوات أجزاء ذات جودة وأدوات أخرى ليست ذات جودة على الإطلاق لا أنصح بشراءها لصديق,Negative
الكتاب مقبول و لكنه في رأيي لم يرقي الي مرتبة الكتب الساخرة الجيدة.. فهو كتاب خفيف تقرأه في المواصلات او بين الاوقات لتضييع الوقت الضائع,Negative
سىء جدا . . الاثاث قديم ولايليق بفنقد الانتر ، الحمامات سيئة جدا,Negative
مخيب للأمل. الشقة كبيرة. تعامل الموظفين عمال النظافة لايؤدون عملهم بأمانة موقع الفندق ازعاج الغرف المجاورة,Negative
زباله . . الفندق معاملتهم تعبانه و يمشون بالفلوس اهم شي عنده ان ياخذ منك فلوس و مش محترمين نهائيا.,Negative
سيء جدا . . النظافة سيئة جدا ورائحة كريهة جدا من دورة المياة تعكر عليك رائحة الشقة كاملة شيء لا يطاق,Negative
ضعيف جدا. لم يعجبني شي. موقع الفندق وحجم الغرف صغير جدا. والأقطار سي جدا,Negative
ضعيف. توفر المواقف المكانحداثة الفندق. ضعف مستوى الخدمةصغر مساحة الغرفعدم توفر وسائل النقل الخاصة من وإلى الحرم,Negative
ضعيف جدا. كل شي سيء جدا والقيمه مبالغ فيها كثيرا. كل شي لم يعجبني,Negative
مخيب للأمل. . موقف السيارات في مبنى أخرازعاج المقيمين من قبل السكرانينالتأخير في استقبال الدخول,Negative
مخيب للأمل. الموقع فقط. قيمة العرض في الموقع العرفة ب ريالوعند دفع ريال قيمة ضرائب باقي الفنادق,Negative
حبكة ضعيفة مكررة لكن بدون حشو...احداث كثيرة ينقصها المنطق حتي لروايات الخيال,Negative
أديب ثقيل الظل فلسفته مملة لاتتميز بالصدق أغلبها خيال ،،، لم استطع فهم مايقول ولا هو ساعدني على ان افهم فلسفته,Negative
اللغة مبهرة والوصف رائع لكن القصة لا تستهوينى نجمة للوصف والاخرى للغة,Negative
تفاصيل زيادة عن اللزوم و مملة و لم استمتع بها على الاطلاااااااااااااااااااق ... كنت عايزة أخلصها و خلاص,Negative
ما حبيت الكتاب ابدا : . مع كامل احترامي لي مجهود الكاتب.,Negative
مستواه سئ . ما اعجبني مقلب. سئ ن تصريف موية دورة المياه سئ و تتجمع المويه و ايظا ياخذون تامين سكنفندق غريب,Negative
مخيب للأمل. الموقع يوجد باصات الترددية. الخدمة سيئة جدا ولايوجد مطعم,Negative
ضعيف. الموقع. تعامل خدمات الغرف وندرة المصاعد مما يسبب زحمة والتكيف في المصاعد والمررات لا يعمل وقلة النظافة,Negative
ضعيف. لاشي. طلبة جناح عائلي ولكن عطوني عرفتين وغير نظيفة ورق الجدران ممزق ىتسريب مياه من الحمام العلوي علي الحمام الخاص بالغرفة,Negative
ضعيف. . مواقف سيئة. ورائحة الغرفه غير جيدة والمراتب غير مريحة كذلك لايوجد حسب إفادة الموظفون في الإستقبال,Negative
ضعيف. . لايوجد خدمات تنظيف او عامل حمل الحقائب متوفرلايوجد سوي عامل للفندقوعليك الانتظاربطئ في إجراءات الدخول والخروج للفندقالفطور سئ,Negative
الحمد لله إن الكتاب ده منكش أول كتاب أقرائه في حياتي..كنت هاتكرهني في القراءه كلها ..كتاب معوق بجد :/,Negative
مخيب للأمل. . النت سي في الدور العلوي الاستقبال سي ماعدا عمر المصري,Negative
ضعيف. نظافه. ضيق الغرفه وعدم توفر وأي فاي مجانا وازعجك خارج الغرفه,Negative
ضعيف جدا. لا شي. تم الدفع وقت الخروج كامل الحساب المتبقى على الغرقة ومعا دلك تم بعد ياعات خصم المبلغ من البطاقة مره أخرى .,Negative
ضعيف. . التعامل سيء جدا عدم الاهتمام بالنزيل غير لبقين مع النزيل,Negative
للأسف لم أتوقع الفندق بهذا الشكل . للأسف سيء جدا الصور تختلف عن الواقع. خدمات أقل من عادية نظافه سيئهعدم التجاوب مع النزلاء,Negative
ما حبتش الجزء الأول من الكتاب. الجزء التانى هو اللى يستحق النشر والسرد شيق :,Negative
الغرف غير نظيفه . المكان جيد نوعا ما ، الواي فاي مجاني وسريعالاصنصير سريع جدا وهذا ما عجبني فعلا. السعر كان مرتفع.السرير متهالك,Negative
يفتقر الكتاب للترابط؛ الكتاب اشبه بقصص قصيره او مقالات مبهمة,Negative
من اسو الامكان . . ليس جيدا بالمرة وفي الحجز صور وعندما ذهبت شئ اخر اسوا مكان اقامت فيه,Negative
مخيب للأمل. الموقع فقط. السعر ليس مناسب إطلاقا مع مستوى الغرفة الردئ,Negative
كل كتاب ينتشر بصورة كبيرة بين الناس يخيب الآمال .. للاسف ..,Negative
ضعيف جدا. لا شيء. أني طلبت غرفة بحجم كبيرة وتفاجأت إنها بنصف الحجم,Negative
وجدته عاديا .. ومملا ومصطنعا في بعض أجزائه. ولا شئ غير ذلك ..,Negative
ضعيف. لا شء. موقع الفندق علي أعلي جبل وتحتاج إلي قدره علي التسلق,Negative
مرضى ولا انصح به . لا يوجد شئ. كل شئ,Negative
مستاء اني اشتريت هذا الكفر ولأول مرة أحس بسخونة الايباد لأن الخامة غير جيدة .... والجهاز مش مرتاح ... قمت بتركيب الكفر القديم,Negative
اخر زياره . لاشي سيئ جدا جدا جدا. فندق مزعج جدا والطاقم غير مبالين ب خدمتك سيئ جدا لا انصح فيه,Negative
فندق غير مريح . . ريحة من جهة الباب الخلفي لمدخل الفندقلايوجد موظف للعفشفطور بدائي جدابعيد عن الحياه في دبي,Negative
إذا قررت تقرأ هذا الكتاب معتقدا ان القصائد مثل لا تصالح او قرأت القصيدة و أعجبتك و قررت تقرأ الكتاب بناء على ذلك... لا تقرأه.,Negative
موقع ممتاز مع عدم راحه في الفندق . الموقع ممتاز. عدم النظافه وعدم الاهتمام والحده في المعامله من الموظفين,Negative
روايه هبله متنفهش عيل عنده سنين. الكاتب لسه قدامه وقت كبيير علشان ينضج فكريا,Negative
المطعم لايستحق . . تاخيري في الاستقبال من التاسعه صباحا حتي الحادية عشر,Negative
المكان سيء غير الصور في البوكنق . دورات المياه غير الموجوده في الموقع وكذلك سباكة المياه غير جيده وايضا التكييف سيء الازعاج ايضا. لاشيء,Negative
لا يصلح لاى غرض ... خامه سيئة .. لايعمل .. انكسر فى اول استعمال,Negative
ببساطة اشتريتها لأنني احببت اللغة ثم ألقيتها في سلة المهملات بعد ان أنهيتها انا لا ألقي اي كتاب مهما كان رديء لكنه يستحق,Negative
ضعيف. قربه من المسجد. بصراحه الفندق جدا خايس لا تعامل ولا راحه ولا توجد لك خصوصيه في سكنك,Negative
مخيب للأمل. . الاستقبال كان سيء وانتظرت كثيرا حتى استلمت غرفتي والهاوس كيبنج بطيء والغرفه بما انها فندق من المفترض ان يكون بها كوفي تراي,Negative
مستوي في غاية السوء . المسافة الي الحرم جيدة. الفندق في غاية القذارة,Negative
الفكرة كانت جيدة ف البداية لكن الاسهاب في رسائل الخميس كان كارثه ممل بشكل,Negative
اسوء معاملة . لاشي . معاملة العاملين في الفندق وسوء الاسلوب والتاخير الشديد,Negative
افشل مكان راح تسكن فيه . لا شي. كل شي,Negative
فندق لغير العرب . لا سعر ولا استقبال كنت حاجز ايام بالفندق وختصرتها ليوم واحد فقط. خدمة الاستقبال وانتظار طويلا والافتقار لموظفي عرب,Negative
حسنا ، هذا كتاب يصلح تماما للإقتباسات ، أما كعمل أدبي متكامل ؟ فلا.,Negative
مخيب للأمل. الموقع والقرب من المركز التجارية. الاثاث قديم جدا والمكيفات عطلانة ودورة المياه تحتاج لصيانة والسرير الكنج حجمه صغير,Negative
من اسوأ ما قرأت لمحفوظ ، الأحداث معظمها متوقع كأحداث فيلم عربي ابيض واسود تشاهده للمرة الخمسين.,Negative
السماعة والسبيكر جدا ضعيف والذاكرة الداخلية صغيرة جدا ما لا تسمح بتخزين المزيد من الالعاب والبرامج والالعاب لا تعمل,Negative
الفندق اقل من ان يوصف نجوم ... لا نظافة ولاريحة ولاخدمة . . الفندق متهالك,Negative
مخيب للأمل. النت ومواقف السيارات. خدمة الاتصال من الغرف تتصل أكثر من مرات عشان يرسلولك طلبك والسعر مبالغ فيه بالنسبه للجناح,Negative
لا تعليق . لا شي. لا توجد خصوصية بجميع الجوانب,Negative
ازعاج وقت النوم . موقع لا بأس فيه. عدم الراحة وقت النوم بسبب ازعاج النايت كلب ولايناسب الفندق لمن يبحث عن الراحة والاسترخاء,Negative
الكتاب افكاره واضحه وسلسلة .. تصلح للامهات والأباء .. لم يضيف لي الكثيير .. معظم الأشياء أعرفها مسبقا ..,Negative
مخيب للأمل. لا اذكر شي ممتاز عندهم. اسلوب الاستقبال وتعاملهم لاينفع عوائل ولا اشخاص محافظين,Negative
مخيب للأمل. . الجناح العائلي ولا اسوء اسرة صغيرة تصميم معفن تجهيزات مافي ..رمونا بجناح مال امه داعي جناح مايستاهل نص المبلغ المدفوع,Negative
